abandon   5234
ungratefully   3587
ungrudgingly   304
unguarded   2514
unhallow   3054
unhappy   2783
unharbour   2678
unhazarded   5958
unheedy   954
unholy   1114
unhous   3413
uniformitie   5059
uniformly   264
unimploy   5720
uninchanted   2645
uninjur   2653
uninteresting   21
union   573, 4501
unite   905, 4500, 4710
united   6286
unity   437
universal   280, 1888, 6217, 6742
universall   496
universally   5289
university   98, 1042
unjointed   5292
unjust   2866, 4216, 4942, 5839, 5847
unjustly   6041
unkindly   2492
unknown   2609, 2916, 5296
unlaid   2689
unless   191, 289, 2671, 5419, 5807
unlesse   2490
unleter   2393
unlike   5964, 6740
unlock   3155, 5536
unlockt   3053
unmanly   5546
unmindfull   2215, 3635
unmoulding   2803
unmuffle   2577
unowned   2657
unparalel   1691
unparallel   5279
unparalleled   391
unpillow   2602
unplausible   2378
unpolluted   2716
unprais   3019
unprincipl   2615
unpronounc   3508
unpropt   5233
unpurged   1743
unquenchable   6642
unrazor   2528
unrepented   6589
unreproved   1150
unruly   2303
unsaid   2862
unsavoury   3038
unsearchable   7012
unseemly   5834, 6673
unseen   1167, 1337, 1426, 2452
unshak   3870
unshorn   3541, 6321
unsightly   2911
unsought   3028
unsphear   1360
unspotted   3338
unstable   4112
unstain   504, 1637
unsteddy   1740
unstressed   201
unsufferable   434
unsun   2648
unsuperfluous   3070
unsuspitious   6896
unthank   3019
unthred   2892
until   529, 3856
untill   1076
unto   459, 2126, 3476, 3513, 4015, 4092, 4688, 4730, 4787
untold   1711
untouched   50
untrod   448
untry   3636
untwisting   1253
unus   6417
unusuall   2826
unvalu   1023
unviolated   6322
unwares   3412
unwarie   214
unwary   2812, 6086
unweeting   2813, 3418
unweetingly   6943
unwept   1837
unwholsom   5122
unwieldy   5167
unwillingly   5127
unwise   3787
unwithdrawing   3007
unwonted   3631
unworthier   6400
unworthy   5020, 6644
unwounded   6837
upbraid   5970
upheld   3914
uphold   5810, 6044
upon   32, 79, 88, 105, 278, 357, 395, 454, 485, 513, 841, 1713, 1734, 1836, 1848, 2100, 2106, 2260, 2472, 2748, 2817, 2831, 3032, 3068, 3191, 3226, 3227, 3251, 3366, 3569, 3925, 4058, 4162, 4203, 4260, 4356, 4358, 4363, 4521, 4806, 5134, 5230, 5322, 5376, 6104, 6127, 6152, 6426, 6848, 6913, 6944
upright   2258, 3962, 4197, 4212
upstand   3971
upward   2311, 4334
urchin   3148
urg   5342, 5903, 6003, 6940
urge   4188
urn   1845
urns   690
usage   2974, 6284
uscendo   1552
use   34, 142, 169, 257, 273, 1569, 1588, 1896, 1968, 2921, 3512, 3534, 5040, 5046, 5691, 6097, 6317, 6727
used   270, 2253
useful   5703
useless   3757, 5245, 6477, 6729
usher   1399
ushering   2506
using   5040
usually   34
usurpation   6224
usurped   659
usurping   2583
utmost   2349, 2899, 3605, 3988, 4756, 5616, 6331, 6745
utter   3083, 6798, 6817, 6907
uxorious   6101
vacancy   1043
vacant   3014, 3633, 5202
vacation   62, 1084, 3500
vace   339
vaga   1482
vaglia   1486
vago   1570
vail   41, 483, 3823
vaild   2342
vain   705, 712, 818, 1273, 1843, 2787, 3878, 3940, 3971, 4047, 5446, 5478, 5709, 5991, 6069, 6413, 6733
vaine   7045
val   1475
vale   2455, 4576, 5297, 5348
vales   1966, 3742
valiant   6274, 7003
valley   4875
valleys   1968
vally   2512
valor   1570
valore   1476
valour   3878, 6174, 6344, 7005
valuable   26
value   105, 2108, 6193
van   1514, 6421
vana   1512
vane   3905, 3908
vanitie   4223
vanity   613, 4045, 4590
vanquish   5701
vanquisht   5354, 5403
vant   6297
vanta   1522
vapor   1547
vapours   1719, 2223
varco   1475
variance   6843
variants   159
various   72, 290, 2022, 2228, 2627, 5184, 5812
varnish   6053
vary   262
varying   24
vast   1362, 3068, 4075, 5167, 6427
vaulted   2473, 6867
vaults   2726
vaunted   3034
vaunting   6569
vehemence   3092
veil   5876, 6199
vein   444
velvet   3208
vendible   382
venereal   5668
vengeance   2437
vengeful   868
venice   2142
venom   1723, 3228
venter   2447
ventrous   2887
venturing   6586
venus   1124, 2337
verb   222
verdant   2904
verdi   1516
verdit   5448, 6414
verisimilitude   5062
vermeil   3048
vermiglia   1530
vermin   5713
vernal   1973, 5771
vernall   36, 956
vers   38, 385, 446, 755, 791, 880, 2790
verse   190, 248, 253, 1247, 3161, 3698, 3945, 5020, 5048
verseggiando   1511
version   837
vertue   2215, 2381, 2621, 2865, 3058, 3348, 3351, 3870, 5287, 5904, 6021, 6174, 6203, 6214, 6954, 6961
vertues   920, 1622, 1646, 2615
vertuous   976, 1385, 2430, 2903, 3774, 6211
very   73, 89, 102, 2119, 2129, 2683, 2928, 4137, 4280
vessel   3990, 5316
vesta   1295
vested   3822
vestures   1753
vext   2959
vezzosamente   1498
vice   3057
vices   5390
vicount   2067, 2095
vicounts   919
victor   6485
victories   3897
victorious   892, 3300, 6925
victory   1640, 3871
view   272, 1287, 2080, 2127, 3929, 4296, 5867, 6719
viewles   797, 2298
vigorous   2910, 6968
vigour   6475
vii   220, 222, 531, 785, 1575, 3445, 4161
viii   542, 795, 1592, 3455, 4242
vile   3218, 5505, 5506, 6570
vilest   5186, 5187
village   2593
villager   2382, 2543, 2850
villatic   6959
vindicate   5034, 5607
vine   1157, 1867, 2533, 4320, 4323, 4347, 4348
viol   761
violate   5558
violating   6045
viold   3150
violence   2642, 2706, 3876, 4232, 4339, 6374, 6842
violent   129, 4721, 6468
violet   1977, 2455
violets   1131
viper   6162
virgil   340
virgin   426, 933, 1375, 1629, 2364, 2597, 2682, 2703, 2777, 2857, 2982, 3129, 3159, 3216, 3237, 3413, 4957, 6199
virginity   2692, 3034, 3084
virgins   7006
virtu   1481
visage   1285, 1890, 2579, 2801
viscount   2050
visibly   2435
vision   782, 1993, 2537, 2712, 4959
visit   1729, 1990, 2585, 3459, 4261, 4347, 4348, 5298, 7007
visitants   5706
visited   5078, 5086, 6146
visits   3147
viso   2161
visor   2993
visual   5277
vital   1735
vitiated   5518
vocal   2470
vocall   1916
voi   1562
voic   1434
voice   174, 210, 459, 558, 666, 678, 880, 895, 1252, 1747, 1964, 2759, 2837, 3784, 4150, 4419, 4630, 4683, 6233
void   4965, 5759
volse   1501, 1502
voluble   6502
volui   2056
volume   10, 90
volumes   3796
voluptuous   5669
vomit   2937
vostr   1543
votarist   2408
vouchsafe   4301, 4317
voutsafe   4365
vow   1089, 2349, 3636, 4957, 5443, 5508, 6322, 6601
vowel   170, 175, 257
vowels   41
vowes   3835
vows   1670, 1991, 5654, 5898
voyce   4054, 4091, 4093
vulcan   2937
vulgar   2111, 5038, 6920
waft   1996
waies   4429, 4575, 4599, 4677
waigh   4090
waight   1079, 1096
wail   5179, 6986
wailing   5955
wain   1102, 2409
wait   1785, 3233
waite   3767
waits   4219
wak   2337, 3827, 4017
wake   1423, 2559, 4189, 6110
wakeful   639
wakes   2334, 2337
waking   2486
wales   2051
walk   1337, 1428, 2006, 3575, 3651, 3655, 3948, 4429, 4465, 4953, 5420, 5471, 5665, 6260, 6765
walking   1167
walks   1405, 2430, 2556, 2632, 2687
wall   3451, 3637
wallers   397
walls   1607
wan   1979, 3695
wand   495, 2892, 2935, 2949, 3118
wander   2018, 2598
wanderd   3409
wanderer   2798
wandring   1339, 2245, 2412, 3335, 3557, 4423, 5426, 5819
wannish   773
want   2617, 3065, 5411, 6059, 6071, 6710
wanted   2108, 2982, 5439
wanting   5014, 6710
wanton   474, 1137, 1251, 1717, 1969, 2395, 3403
war   500, 3595, 6473
warbl   138, 1458
warble   207, 1244, 3785
warbled   558, 1378, 1761, 3157
warblest   134
warbling   208, 2023, 6090
wardrop   1874
wardrope   3522
ware   2832
warlike   5251
warm   1002
warms   1601
warn   5511
warned   527
warr   3875, 3889, 3898, 3914
warrant   6646
warranted   2570
warriors   5253
warriour   5678, 6345
warriours   844
was   22, 73, 167, 170, 172, 270, 271, 283, 287, 310, 401, 467, 473, 501, 507, 511, 549, 551, 557, 569, 570, 589, 749, 788, 806, 928, 950, 1052, 1058, 1076, 1091, 1093, 1102, 1213, 1298, 1302, 1395, 1409, 1610, 1705, 1890, 1917, 1927, 1928, 1930, 2025, 2106, 2130, 2151, 2248, 2250, 2389, 2390, 2422, 2440, 2536, 2540, 2568, 2701, 2702, 2823, 2832, 2834, 2837, 2913, 2951, 2988, 3050, 3130, 3159, 3403, 3410, 3550, 3577, 3602, 3615, 3649, 3823, 4019, 4027, 4386, 4393, 4757, 4760, 4765, 4862, 4881, 5008, 5026, 5055, 5082, 5091, 5135, 5136, 5143, 5151, 5172, 5197, 5206, 5287, 5312, 5341, 5345, 5348, 5353, 5374, 5421, 5449, 5510, 5516, 5528, 5545, 5560, 5695, 5718, 5776, 5922, 5927, 5938, 5949, 5950, 5974, 6000, 6005, 6009, 6038, 6060, 6062, 6153, 6190, 6195, 6256, 6312, 6389, 6390, 6395, 6401, 6547, 6659, 6668, 6674, 6694, 6696, 6730, 6739, 6793, 6794, 6854, 6861, 6866, 6870, 6876, 6885, 6902, 6984
wash   1987, 6992
washing   6282
washt   773, 1132, 3818
wassailers   2398
wast   2653, 3433, 3683, 3777, 5359, 5933, 6037, 6924
waste   3025, 3258
wasted   4515
watch   450, 1153, 1359, 2295, 2645, 2817, 4096, 5534
watches   2594
watchful   846, 3544
watchfull   2326
watching   5351
water   1347, 3136, 3198, 4146, 4404
waters   515, 1416, 3206, 3322, 6908
watled   2591
watry   1836, 2000, 3955, 4578
wave   518, 1420, 2949, 3167, 3194
waver   5587
wavering   2329, 5879
waves   595, 1921, 2006, 2481, 3239, 3548, 4806, 4807, 4843
waving   495, 2294, 5862, 6721
waxen   4147
waxing   3329
way   403, 524, 1342, 1617, 2137, 2242, 2389, 2402, 2544, 2813, 3558, 3746, 3803, 3891, 3949, 3962, 3963, 3995, 4156, 4665, 4708, 5224, 5613, 5857, 5886, 5904, 5930, 5946, 5973, 5988, 6179, 6203, 6213, 6240, 6263, 6445, 6496, 6533, 6765, 6781, 6851
wayes   4111, 4361
ways   148, 153, 958, 974, 1049, 3775, 5417, 5424, 6625
wch   7045
weak   1018, 1035, 3505, 4137, 4456, 4790
weaker   1287
weakest   5169
weakly   5163, 5632
weakness   2857, 5354, 5904, 5922, 5927, 5934, 5979, 5980, 5981, 5984, 5994, 6987
wealth   2774, 3022, 3683, 4870
wealthy   4864
weanling   1873
weapon   5256, 5384
weaponless   5244
weapons   2890
wear   892, 1874, 2232, 3018, 3976, 5910
wearie   3529
wearied   2401, 4144, 5534, 6839
wearing   623
wears   959, 1980
weary   1439, 2270, 2508, 5737
weather   2768, 5673
weave   3012
weavers   6298
wed   881, 5334, 5339
wedded   426, 3400
wedlock   5481, 6145, 6172
wee   165, 226, 230, 246, 3919, 4362, 5310, 7061
weed   2408, 3471
weeds   1230, 2222, 2290, 2640, 3638, 5236
weekly   1056
weep   1998, 2015, 4778
weeping   678, 798, 4150
weeps   5874
weept   972
weigh   5917
weight   3024
weild   2233
wel   936
welcom   447, 987, 1006, 2315, 2432, 5381, 5715
welkin   3344
well   89, 401, 593, 792, 1241, 1646, 1785, 1840, 1944, 1978, 2293, 2368, 2377, 2420, 2429, 2457, 2551, 2648, 2751, 2837, 2902, 2905, 3000, 3069, 3088, 3329, 3690, 3784, 4406, 5013, 5321, 5411, 5510, 5537, 5542, 5615, 5799, 5962, 6030, 6031, 6391, 6452, 6561, 6617, 6639, 6798, 6988
welter   1837
weltring   595
went   1092, 1605, 1934, 2021, 4335, 6373, 6878
wept   852, 2480
were   77, 80, 88, 91, 157, 191, 282, 285, 332, 502, 862, 1051, 1083, 1096, 1097, 1744, 1784, 1848, 1858, 1878, 1880, 1896, 2153, 2197, 2278, 2438, 2516, 2526, 2542, 2623, 2628, 2816, 2852, 2996, 3096, 3351, 3441, 3533, 3674, 3715, 3739, 3856, 4329, 4397, 4468, 4519, 4650, 4877, 5051, 5382, 5832, 6191, 6263, 6314, 6695, 6726, 6767, 6847, 6932
wert   3442, 3447, 3457, 3460, 3465, 3470, 6615
west   2546, 3318, 4962
westering   1857
western   2025, 4332
wet   3245, 4270, 4311
wetting   5876
what   75, 169, 749, 806, 817, 818, 920, 1013, 1018, 1362, 1373, 1380, 1601, 1666, 1680, 1711, 1722, 1749, 1854, 1885, 1886, 1893, 1922, 1953, 1959, 2250, 2335, 2424, 2502, 2530, 2544, 2603, 2610, 2611, 2621, 2670, 2702, 2740, 2756, 2759, 2785, 2789, 2989, 3048, 3051, 3080, 3117, 3474, 3493, 3494, 3541, 3581, 3598, 3624, 3653, 3777, 3782, 3801, 3803, 3845, 3875, 3917, 3918, 3936, 3957, 4054, 4258, 4279, 4638, 4695, 4898, 4919, 4955, 4956, 5028, 5043, 5080, 5096, 5135, 5157, 5161, 5166, 5256, 5341, 5352, 5375, 5376, 5389, 5477, 5478, 5523, 5524, 5527, 5529, 5610, 5650, 5657, 5697, 5699, 5703, 5811, 5851, 5854, 5891, 5892, 5930, 5939, 5942, 5982, 5996, 5997, 6012, 6063, 6065, 6066, 6067, 6082, 6177, 6193, 6198, 6208, 6238, 6278, 6279, 6304, 6335, 6456, 6550, 6552, 6571, 6643, 6650, 6675, 6696, 6738, 6739, 6754, 6762, 6770, 6794, 6798, 6817, 6828, 6835, 6842, 6854, 6885, 6901, 6989, 6993, 7012, 7044, 7045
whatever   4659, 6057
wheat   4439
wheel   1079, 1857, 4530
wheeled   1325
wheeling   3538
wheels   777, 2409
whelming   1989
when   134, 221, 264, 270, 290, 555, 590, 649, 806, 822, 827, 832, 1052, 1203, 1217, 1400, 1403, 1458, 1604, 1610, 1627, 1724, 1731, 1875, 1878, 1889, 1902, 1954, 2106, 2284, 2293, 2344, 2380, 2394, 2401, 2407, 2709, 2718, 2870, 2906, 2930, 2963, 2996, 3057, 3101, 3166, 3550, 3662, 3672, 3674, 3679, 3680, 3710, 3737, 3754, 3807, 3852, 3910, 4002, 4035, 4072, 4255, 4392, 4398, 4518, 4534, 4764, 4890, 4915, 5117, 5171, 5201, 5250, 5409, 5531, 5535, 5657, 5693, 5976, 6060, 6094, 6101, 6239, 6366, 6372, 6385, 6391, 6465, 6861, 6875, 6896, 6909, 6969, 7049, 7054, 7059
whence   2146, 2421, 2806, 3783, 4389, 6400, 7009, 7018
wher   38, 1170, 1189
where   29, 33, 44, 47, 51, 59, 63, 103, 187, 198, 200, 218, 224, 241, 246, 258, 259, 265, 268, 758, 773, 780, 888, 1061, 1116, 1182, 1193, 1229, 1351, 1359, 1392, 1408, 1412, 1442, 1710, 1752, 1759, 1765, 1878, 1881, 1883, 1968, 1983, 1987, 1989, 1993, 2007, 2034, 2035, 2141, 2176, 2208, 2240, 2398, 2410, 2456, 2462, 2562, 2568, 2598, 2625, 2662, 2680, 2683, 2736, 2777, 2845, 2932, 3043, 3201, 3264, 3307, 3328, 3344, 3439, 3486, 3510, 3537, 3571, 3744, 3776, 3858, 4080, 4111, 4559, 4573, 4579, 4617, 4752, 4802, 4869, 4875, 4956, 4964, 5078, 5120, 5139, 5170, 5466, 5653, 5684, 6023, 6071, 6078, 6088, 6139, 6257, 6267, 6270, 6293, 6313, 6386, 6515, 6580, 6582, 6847, 6868, 6870, 6884, 6990
wherefore   3006, 5136, 5484, 6662
wherein   4279, 5065, 5703, 5929
whereof   3565, 6354
wherewith   4311, 5097, 5725
wherin   425, 512, 1644, 2121, 2135, 2348
wheron   772, 4384
wherunto   2123, 2130
wherwith   436, 726, 2698, 2704, 3188
whether   167, 943, 1127, 1469, 1988, 1991, 2598, 3440, 3604, 3912, 5060, 5609, 6449, 6557
whets   1176, 4217
which   17, 20, 44, 79, 84, 86, 87, 90, 108, 128, 136, 174, 234, 262, 263, 403, 737, 739, 818, 865, 961, 1196, 1387, 1587, 1667, 1712, 1737, 1742, 2073, 2082, 2110, 2115, 2120, 2155, 2157, 2162, 2197, 2212, 2230, 2272, 2340, 2375, 2566, 2668, 2674, 2825, 2864, 2867, 2906, 2946, 2968, 2973, 2977, 2979, 2999, 3067, 3124, 3125, 3150, 3151, 3370, 3403, 3447, 3449, 3524, 3526, 3566, 3664, 3676, 3710, 3713, 3756, 3797, 3918, 3939, 3954, 3958, 4191, 4202, 4256, 4348, 4414, 4535, 4620, 4804, 4880, 4917, 5005, 5033, 5034, 5038, 5041, 5051, 5055, 5060, 5079, 5084, 5094, 5174, 5185, 5265, 5271, 5312, 5345, 5364, 5528, 5543, 5559, 5574, 5588, 5648, 5678, 5701, 5718, 5741, 5769, 5825, 5832, 5881, 5904, 5939, 5976, 5998, 6046, 6073, 6153, 6179, 6207, 6214, 6301, 6308, 6311, 6328, 6377, 6384, 6454, 6588, 6597, 6618, 6674, 6689, 6736, 6781, 6783, 6829, 6886, 6896, 6924, 6983
while   25, 35, 39, 102, 158, 448, 468, 518, 591, 645, 694, 725, 1072, 1074, 1159, 1173, 1233, 1302, 1331, 1398, 1414, 1460, 1858, 2021, 2127, 2604, 2609, 2825, 2957, 3254, 3542, 3554, 3651, 3655, 3879, 3894, 4121, 4167, 4838, 5077, 5086, 5229, 5287, 5377, 5462, 5491, 5611, 5746, 5954, 6302, 6321, 6477, 6663, 6777, 6852, 6893, 6897, 6932, 6966, 6993
whileare   853
whilom   3130
whilome   3419
whilst   901, 977, 1021, 1180, 1986, 3206
whim   87
whirl   778
whirlwind   4538
whispering   516, 1226
whispers   1968
whist   514
whistle   2593
whistles   1174
whit   3071
white   483, 773, 1875, 1976, 2432, 3461, 3822, 5451, 6132
whited   4932
whither   6781
who   82, 85, 203, 296, 303, 517, 853, 955, 980, 999, 1042, 1071, 1384, 1637, 1659, 1690, 1700, 1834, 1938, 2085, 2153, 2256, 2265, 2292, 2326, 2479, 2640, 2849, 3024, 3139, 3457, 3471, 3606, 3632, 3633, 3681, 3718, 3722, 3736, 3739, 3746, 3763, 3767, 3786, 3888, 3948, 3977, 3997, 4064, 4120, 4123, 4143, 4211, 4290, 4434, 4455, 4474, 4572, 4602, 4679, 4766, 4822, 4917, 4918, 4928, 4929, 4952, 5062, 5064, 5079, 5080, 5086, 5091, 5137, 5160, 5223, 5225, 5242, 5249, 5306, 5315, 5332, 5354, 5364, 5373, 5385, 5406, 5419, 5424, 5433, 5439, 5470, 5472, 5483, 5506, 5515, 5517, 5537, 5567, 5569, 5618, 5644, 5646, 5647, 5650, 5672, 5721, 5854, 5950, 5988, 6007, 6033, 6143, 6148, 6154, 6161, 6210, 6286, 6318, 6370, 6382, 6406, 6461, 6480, 6558, 6578, 6583, 6624, 6653, 6691, 6826, 6883, 6898, 6906, 6913, 6920, 6936, 6939
whoever   2258
whole   55, 2144, 2161, 4714, 4931, 5022, 5058, 5066, 5383, 5386, 5958, 6223, 6286, 6702, 6743, 6912
wholsom   3849
whom   181, 1124, 1234, 1670, 1707, 1888, 2138, 2264, 2342, 2383, 2436, 2489, 2946, 3482, 3626, 3636, 3702, 3816, 3818, 4052, 4358, 4420, 4493, 4700, 4796, 4821, 4846, 4927, 4959, 5159, 5240, 5264, 5285, 5388, 5394, 5435, 5496, 5571, 5614, 5786, 6259, 6273, 6357, 6392, 6491, 6759, 6789, 6810, 6834
whome   3909
whoore   4869
whore   3836
whose   405, 816, 831, 900, 1183, 1231, 1285, 1367, 1595, 1746, 1970, 2244, 2257, 2763, 2792, 2800, 3690, 3734, 3794, 3837, 3842, 3866, 3901, 4509, 4546, 4574, 4599, 4930, 4968, 5287, 5689, 5695, 6106, 6333, 6352, 6356, 6928, 7043, 7058
why   1468, 2249, 2410, 2415, 2510, 2895, 2959, 2972, 3443, 3480, 3656, 3970, 4336, 4832, 5143, 5198, 5206, 5322, 5334, 5486, 5726, 5949, 6034, 6124
wicked   3949, 3958, 3959, 4454, 4462, 4473, 4942, 5976, 6480
wickedness   4098, 4173, 4204, 5984
wicker   2584
widdow   3836
wide   495, 628, 1186, 1342, 1347, 3261, 3545, 3755, 4334, 4962
widow   5955
widowhood   6116
wife   918, 1384, 2968, 5105, 5346, 5868, 5870, 6037, 6377
wight   741, 3442
wild   2603, 3492, 4342, 5241, 6133, 6315, 6621
wilde   467, 798, 1244, 1867, 2203, 2293, 2302, 2554, 2653
wildernesses   2428
wildes   2679
wile   3217
wiles   1137, 5531, 6023
will   29, 112, 183, 230, 262, 403, 525, 612, 614, 615, 616, 622, 628, 872, 1202, 1328, 1349, 1350, 1448, 1463, 1587, 1708, 1750, 1765, 2136, 2144, 2161, 2163, 2249, 2340, 2651, 2682, 2876, 2930, 2938, 2983, 3046, 3109, 3110, 3158, 3160, 3271, 3495, 3778, 3934, 3983, 4042, 4054, 4064, 4077, 4096, 4104, 4107, 4127, 4153, 4194, 4216, 4232, 4235, 4417, 4422, 4452, 4464, 4528, 4638, 4639, 4642, 4658, 4664, 4693, 4709, 4712, 4881, 4917, 4918, 4952, 5062, 5173, 5210, 5597, 5598, 5606, 5608, 5643, 5985, 6075, 6101, 6299, 6360, 6411, 6443, 6448, 6456, 6502, 6515, 6522, 6533, 6535, 6540, 6545, 6552, 6599, 6603, 6624, 6634, 6672, 6731, 6760, 6772, 6774, 6817, 6995, 6998
willing   3556
willingly   5379, 6703, 6927
willow   3201
willows   1869
wilt   4102, 4124, 4126, 4304, 4305, 4409, 4626, 4628, 4630, 4694, 4816, 4832, 5717, 5948, 5978, 6561, 6594, 6630
wily   2367, 3191
win   1234, 5522, 6176, 6630
winchester   54, 144, 914, 918
wind   1128, 1837, 1957, 2379, 3959, 4533, 6227, 6238
windes   39, 514, 1226
winding   1249, 3180
windings   1717
window   1156
windows   1431
winds   1398, 1719, 1854, 1921, 1969, 2255, 2293, 3318, 3630, 5863, 6120, 6908
windy   6828
wine   2253, 2319, 3783, 4075, 5573, 5677, 6638, 6874, 6933
wines   5691
wing   494, 729, 797, 1324, 1577, 3026, 3318, 3698
winged   844, 3470, 6478
wings   582, 1116, 1420, 1923, 2433, 2472, 2626, 3720, 3873, 4293, 6132
wink   2651
wins   4930
winter   467, 3423
winters   952, 3390, 6831
wintry   730
wipe   2014, 3401
wires   891, 3542
wisard   1883, 2845
wisards   455, 3179
wisdom   5167, 5170, 5324, 6092, 6174, 7013
wisdoms   1288, 2623
wise   1629, 1686, 2703, 2919, 3000, 3111, 3552, 3681, 3805, 3991, 4211, 4426, 5330, 5796
wisely   1617, 3492, 3579
wisest   632, 5328, 5907, 6018, 6198
wish   1006, 1028, 2832, 2848, 3266, 5347, 6248, 6303, 6634, 6778
wishes   1670
wit   1233, 3087, 6174
witcheries   2797
with   35, 81, 95, 100, 175, 237, 272, 276, 297, 299, 366, 399, 430, 438, 440, 455, 456, 460, 472, 474, 478, 480, 482, 491, 494, 504, 506, 514, 522, 535, 549, 562, 579, 582, 584, 605, 626, 643, 647, 670, 680, 681, 682, 689, 700, 703, 712, 728, 746, 770, 806, 817, 825, 829, 834, 845, 849, 853, 869, 882, 887, 892, 895, 898, 904, 906, 926, 936, 941, 945, 952, 987, 989, 998, 1005, 1024, 1026, 1054, 1079, 1086, 1125, 1129, 1133, 1135, 1145, 1149, 1159, 1185, 1198, 1201, 1211, 1231, 1236, 1238, 1249, 1251, 1262, 1276, 1278, 1288, 1306, 1310, 1311, 1315, 1317, 1318, 1323, 1348, 1360, 1368, 1396, 1399, 1402, 1408, 1414, 1417, 1430, 1436, 1448, 1459, 1578, 1618, 1620, 1625, 1627, 1631, 1637, 1642, 1661, 1707, 1708, 1717, 1723, 1730, 1743, 1781, 1826, 1828, 1843, 1845, 1855, 1860, 1867, 1893, 1897, 1898, 1904, 1916, 1929, 1931, 1936, 1937, 1957, 1959, 1973, 1976, 1979, 1982, 1985, 1995, 2003, 2008, 2021, 2023, 2112, 2113, 2118, 2122, 2128, 2136, 2138, 2153, 2155, 2164, 2177, 2191, 2212, 2223, 2238, 2261, 2283, 2292, 2300, 2301, 2304, 2318, 2321, 2323, 2328, 2333, 2335, 2348, 2368, 2371, 2378, 2402, 2418, 2433, 2470, 2476, 2491, 2567, 2583, 2586, 2592, 2602, 2625, 2644, 2645, 2677, 2684, 2685, 2707, 2714, 2800, 2818, 2819, 2824, 2839, 2842, 2852, 2856, 2870, 2879, 2892, 2917, 2932, 2943, 2944, 2945, 2956, 2967, 2977, 2987, 2991, 2993, 2995, 3007, 3008, 3009, 3016, 3024, 3025, 3026, 3030, 3032, 3034, 3040, 3061, 3065, 3068, 3071, 3075, 3078, 3113, 3128, 3135, 3141, 3150, 3191, 3203, 3229, 3230, 3246, 3250, 3252, 3257, 3268, 3277, 3287, 3299, 3318, 3321, 3325, 3412, 3418, 3473, 3481, 3494, 3507, 3524, 3555, 3565, 3578, 3624, 3630, 3692, 3693, 3695, 3697, 3711, 3716, 3719, 3741, 3757, 3783, 3795, 3798, 3806, 3825, 3835, 3840, 3843, 3849, 3867, 3868, 3894, 3899, 3972, 3989, 3992, 3994, 4075, 4095, 4099, 4126, 4127, 4138, 4144, 4146, 4152, 4155, 4184, 4223, 4233, 4263, 4308, 4309, 4328, 4339, 4352, 4353, 4381, 4383, 4403, 4439, 4441, 4453, 4498, 4504, 4510, 4538, 4539, 4541, 4545, 4581, 4595, 4598, 4675, 4714, 4756, 4767, 4781, 4783, 4784, 4788, 4819, 4835, 4839, 4957, 5012, 5028, 5035, 5037, 5047, 5052, 5061, 5063, 5085, 5089, 5091, 5092, 5124, 5128, 5149, 5154, 5164, 5173, 5223, 5233, 5256, 5275, 5289, 5313, 5325, 5354, 5360, 5372, 5382, 5383, 5384, 5392, 5406, 5438, 5451, 5456, 5462, 5470, 5485, 5487, 5495, 5518, 5521, 5527, 5529, 5532, 5537, 5542, 5571, 5576, 5587, 5592, 5594, 5602, 5604, 5614, 5645, 5654, 5659, 5667, 5669, 5686, 5689, 5693, 5717, 5720, 5732, 5739, 5743, 5751, 5758, 5766, 5787, 5802, 5804, 5812, 5823, 5828, 5842, 5849, 5861, 5873, 5874, 5879, 5892, 5900, 5905, 5908, 5911, 5918, 5919, 5925, 5934, 5985, 5991, 6001, 6010, 6016, 6019, 6056, 6060, 6078, 6079, 6081, 6112, 6116, 6126, 6128, 6131, 6137, 6146, 6148, 6206, 6209, 6268, 6269, 6281, 6286, 6288, 6290, 6299, 6301, 6325, 6331, 6343, 6357, 6373, 6390, 6396, 6409, 6411, 6420, 6428, 6436, 6444, 6455, 6460, 6474, 6478, 6488, 6490, 6510, 6514, 6527, 6529, 6539, 6545, 6547, 6550, 6564, 6573, 6590, 6599, 6622, 6635, 6640, 6663, 6667, 6675, 6676, 6679, 6683, 6720, 6724, 6728, 6730, 6794, 6818, 6831, 6839, 6843, 6858, 6868, 6874, 6881, 6882, 6888, 6894, 6897, 6900, 6906, 6908, 6910, 6912, 6918, 6929, 6933, 6940, 6949, 6953, 6984, 6992, 6993, 6997, 6999, 7001, 7007, 7021, 7023, 7056
